//this config file was auto-generated by Excel2lua tool do not modify it!
ID,Name,BuffDec,Icon,AnimIcon,BuffType,CanBeDispelled,BuffLogic,CasterAttrType,OwnerAttrType,BeginEffect,LoopEffect,EndEffect,DurationTime,SubBuff,ActiveType,ActiveExclution,DestroyConditionTiming,DestroyCondition,DestroyDieState,DurationRound,MaxPile,LayerUpDurationTimeType,AutoDestroy,BattleExitRetain,BuffGroup,BuffGroupPriority,GroupReplaceType,PersonalPopTipsOnBegin,PersonalPopTipsOnEnd,TeamPopTipsOnBegin,TeamPopTipsOnEnd
281901,怪物：嘲讽英雄队伍,怪物：嘲讽英雄队伍,,,2,0,281901,,,,,,10000,281902,,0,,,,-1,1,1,,0,,,,,,,
281902,怪物：嘲讽英雄队伍,怪物：嘲讽英雄队伍,battle_seed,,2,0,1,,,139003,,,10000,,,0,,,,-1,1,1,,0,,,,,,,
282001,指挥官伤害传递持续施法,指挥官伤害传递持续施法,,,1,0,282001,,,,,,15000,282002,,0,,,,-1,1,1,,0,,,,,,,
282002,指挥官伤害传递,指挥官伤害传递,battle_seed,,1,0,282002,,,,,,15000,,,0,,,,-1,1,1,,0,,,,,,,
282101,打断,打断,,,1,0,282101,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
282201,弱点,弱点,battle_mark,,1,0,282201,,,,,,30000,282202,,0,,,,-1,1,1,,0,,,,,,,
282202,洞察传递,洞察传递,battle_seed,,1,0,282202,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
282203,洞察传递-加伤害,洞察传递-加伤害,,,1,0,282203,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
282301,15hit以上无伤害-触发器,15hit以上无伤害-触发器,,,1,0,282301|282311,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
282302,15hit以上无伤害-叠层判断技能用,15hit以上无伤害-叠层判断技能用,,,1,0,1,,,,,,-1,,,0,4,,,-1,99,1,,0,,,,,,,
282303,15hit以上无伤害-防御触发器,15hit以上无伤害-治疗触发器,,,1,0,282303,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282304,15hit以上无伤害-防御增加,15hit以上无伤害-防御增加,battle_seed,,1,0,282304,,,,,,-1,,,0,4,,,-1,1,1,,0,,,,,,,
282305,15hit以上无伤害-条件触发器,15hit以上无伤害-条件触发器,,,1,0,282305,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
282306,15hit以上无伤害-防御增加,15hit以上无伤害-防御增加,battle_seed,,1,0,282306,,,,,,30000,,,0,4,,,-1,1,1,,0,,,,,,,
282307,15hit以下无伤害-触发器,15hit以上无伤害-触发器,,,1,0,282307|282312,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
282308,15hit以下无伤害-叠层判断技能用,15hit以上无伤害-叠层判断技能用,,,1,0,1,,,,,,-1,,,0,4,,,-1,99,1,,0,,,,,,,
282309,15hit以上无伤害-移除防御触发器,15hit以上无伤害-治疗触发器,,,1,0,282309,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282310,15hit以下无伤害-移除防御增加,15hit以下无伤害-防御降低,,,1,0,282310,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282311,15hit以下无伤害-条件触发器,15hit以上无伤害-条件触发器,,,1,0,282311,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
282312,主动出击buff,主动出击buff,,,1,0,282314,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
282313,主动出击buff-受到伤害提高,主动出击buff-受到伤害提高,battle_weak,,2,0,282315,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
282314,主动出击buff-技能2受到伤害提高,主动出击buff-技能2受到伤害提高,warning_addDamage,,2,0,282316,,,,,,15000,,,0,,,,-1,1,1,,0,,,,,,,
282317,混乱怪-混乱buff触发器,混乱buff,battle_confusion,,2,0,282317|282318,,,,141119,141120,20000,,,0,,,,-1,1,1,,0,,,,,,,
282319,混乱怪-混乱:随机放技能,混乱:随机放技能,,,2,0,282319,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
282320,隐匿怪-血量低触发隐匿,血量低触发隐匿,battle_shield,,1,0,282320,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282321,隐匿怪-延迟触发,延迟触发,,,1,0,282321,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282322,隐匿怪-隐匿,隐匿,battle_seed,,1,0,282322,,,,141117,141118,15000,,,0,,,,-1,1,1,,0,,,,,,,
282323,隐匿怪-收到伤害时触发,收到伤害时触发,warning_pointSlow,,1,0,282323,,,,,,15000,,,0,,,,-1,1,1,,0,,,,,,,
282324,隐匿怪-关闭隐匿,关闭隐匿,,,1,0,282324,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
282325,隐匿怪-销毁延迟触发,销毁延迟触发,,,1,0,282325,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
282326,限制行动怪物-护盾,固定值盾,battle_shield,,1,0,282326,,,,1068,1069,-1,,,0,,,,-1,1,1,,0,,,,,,,
282327,限制行动怪物-被动触发,限制行动怪物-被动触发,battle_blood,,1,0,282327,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282328,限制行动怪物-被动触发-伤害,限制行动怪物-被动触发-伤害,,,1,0,282328,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
282401,宝箱怪-屏蔽ui触发,宝箱怪-屏蔽ui触发,,,1,0,282401,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282402,宝箱怪-控制ui,宝箱怪-控制ui,,,1,0,282402,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282403,宝箱怪-技能结束触发,宝箱怪-技能结束触发,,,1,0,282403,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282404,宝箱怪-死亡,宝箱怪-死亡,,,1,0,282404,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282501,复活怪-自爆复活,复活怪-自爆复活,,,1,0,282501,2,,,,,-1,,,0,,,3,-1,1,1,,0,,,,,,,
282502,复活怪-死亡不走死亡流程,复活怪-死亡不走死亡流程,,,1,0,282502,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
282601,主动出击怪物-嘲讽,主动出击怪物-嘲讽,,,2,0,282601,,,,,,30000,282602,,0,,,,-1,1,1,,0,,,,,,,
282602,主动出击怪物-嘲讽,主动出击怪物-嘲讽,battle_taunt,,2,0,1,,,139003,,,30000,,,0,,,,-1,1,1,,0,,,,80,,,
300001,关卡回血包,,,,1,1,300001,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
201004,体验关——怪物A技能2持续掉血触发器,怪物A技能2持续掉血触发器,battle_blood,,2,1,201004,2,,,500001,,60000,,,0,,,,-1,10,1,,1,,,,36,,,
201005,体验关——怪物A技能2持续掉血,怪物A技能2持续掉血,,,2,1,201005,,,,,500002,0,,,0,,,,-1,10,1,,1,,,,,,,
209001,体验关——complain-腐化,complain-腐化,battle_blood,,2,1,209001,,,,,,2000000,209002,,0,,,,-1,1,1,,0,,,,,,,
209002,体验关——complain-伤害触发器,complain-伤害触发器,,,3,0,209002,,,,,,2000000,,,0,,,,-1,1,1,,0,,,,93,,,
209003,体验关——complain-腐化伤害,complain-腐化伤害,,,3,0,209003,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
301001,体验关——小怪的连招护盾,怪物B技能2护盾,battle_shield,,1,0,301001,,,,1067,1069,-1,,,0,,,,-1,1,1,,1,,,,18,34,,
302001,体验关——减少行动点,减少行动点,,,2,1,302001,,,,,,5000,,,0,,,,-1,1,1,,0,,,,,,86,
303001,体验关——非克属反伤,非克属反伤,,,2,1,303001,,,,,,-1,,,0,,,,-1,1,1,,0,,,,96,,,
304001,体验关——BOSS的连招护盾,体验关BOSS护盾,battle_shield,,1,0,304001,,,,1067,1069,-1,,,0,,,,-1,1,1,,1,,,,18,34,,
305001,体验关——BOSS加费 buff,,warning_pointSlow,,2,1,305001,,,,,,15000,,,0,,,,-1,1,1,,0,,,,83,,,
306001,体验关——马脸怪护盾,怪物B技能2护盾,battle_shield,,1,0,306001,,,,1067,1069,-1,,,0,,,,-1,1,1,,1,,,,18,34,,
1050000,测试柯锡丝被动,测试柯锡丝被动,,,1,1,1050000,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
1050001,测试柯锡丝被动1,测试柯锡丝被动1,,,1,1,1050001,,,,1050020,,-1,,,0,,,,-1,1,1,,1,,,,,,,
1050002,测试柯锡丝被动2吸血,测试柯锡丝被动2,,,1,1,1050002,,,,,,-1,,,0,4,,,1,1,1,,0,,,,,,,
10000001,增加移动速度,增加移动速度,,,1,1,10000001,,,,1031,1032,5000,,,0,,,,-1,1,1,,0,,,,,,,
10000002,陷阱复活角色,陷阱复活角色,,,1,1,10000002,,,,,1022,0,,,0,,,,-1,1,1,,0,,,,,,,
10000003,角色触电,角色触电,,,2,1,10000004,,,100001,,,2000,,,0,,,,-1,1,0,,0,,,,,,,
10000004,百分比扣血,百分比扣血,,,2,1,10000005,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
10000005,虚空区域复活角色,虚空区域复活角色,,,1,1,10000006,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
20000001,主动出击buff,主动出击buff,,,1,1,20000001,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
20000002,开场加行动值4,开场加行动值4,,,1,0,20000002,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
20000003,体验关血包,挑战关血包,,,1,0,20000003,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
20000004,体验关行动值6点,挑战关行动值6点,,,1,0,20000004,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
20000005,体验关能量包,挑战关能量包,,,1,0,20000005,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
20000006,体验关减少主动技能消耗,挑战关减少主动技能消耗,,,1,0,20000006,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
20000007,体验关行动值回复增加,挑战关行动值回复增加,,,1,0,20000007,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
